role,table,op,expected,actual_outcome,actual_rows,actual_error,verdict,note
agent,custody_transfers,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""custody_transfers""",PASS,
agent,custody_transfers,SELECT,DENY,ALLOWED,0,,PASS,
agent,custody_transfers,UPDATE,DENY,ALLOWED,0,,PASS,
agent,demo_personas,DELETE,DENY,ALLOWED,0,,PASS,
agent,demo_personas,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""demo_personas""",PASS,
agent,demo_personas,SELECT,SCOPED,ALLOWED,9,,PASS,
agent,demo_personas,UPDATE,DENY,ALLOWED,0,,PASS,
agent,distributors,DELETE,DENY,ALLOWED,0,,PASS,
agent,distributors,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""distributors""",PASS,
agent,distributors,SELECT,SCOPED,ALLOWED,0,,GAP,
agent,distributors,UPDATE,DENY,ALLOWED,0,,PASS,
agent,districts,DELETE,DENY,ALLOWED,0,,PASS,
agent,districts,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""districts""",PASS,
agent,districts,SELECT,SCOPED,ALLOWED,136,,PASS,
agent,districts,UPDATE,DENY,ALLOWED,0,,PASS,
agent,employer_invites,DELETE,DENY,ALLOWED,0,,PASS,
agent,employer_invites,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""employer_invites""",PASS,
agent,employer_invites,SELECT,DENY,ALLOWED,0,,PASS,
agent,employer_invites,UPDATE,DENY,ALLOWED,0,,PASS,
agent,employers,DELETE,DENY,ALLOWED,0,,PASS,
agent,employers,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""employers""",PASS,
agent,employers,SELECT,DENY,ALLOWED,0,,PASS,
agent,employers,UPDATE,DENY,ALLOWED,0,,PASS,
agent,entity_detach_log,DELETE,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
agent,entity_detach_log,INSERT,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
agent,entity_detach_log,SELECT,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
agent,entity_detach_log,UPDATE,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
agent,entity_status_log,DELETE,DENY,ERROR,,permission denied for table entity_status_log,PASS,
agent,entity_status_log,INSERT,DENY,ERROR,,permission denied for table entity_status_log,PASS,
agent,entity_status_log,SELECT,DENY,ERROR,,permission denied for table entity_status_log,PASS,
agent,entity_status_log,UPDATE,DENY,ERROR,,permission denied for table entity_status_log,PASS,
agent,insurance_policies,DELETE,DENY,ALLOWED,0,,PASS,
agent,insurance_policies,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""insurance_policies""",PASS,
agent,insurance_policies,SELECT,SCOPED,ALLOWED,7,,PASS,
agent,insurance_policies,UPDATE,DENY,ALLOWED,0,,PASS,
agent,money_nonces,DELETE,DENY,ALLOWED,0,,PASS,
agent,money_nonces,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""money_nonces""",PASS,
agent,money_nonces,SELECT,DENY,ALLOWED,0,,PASS,
agent,money_nonces,UPDATE,DENY,ALLOWED,0,,PASS,
agent,nav_snapshots,DELETE,DENY,ALLOWED,0,,PASS,
agent,nav_snapshots,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nav_snapshots""",PASS,
agent,nav_snapshots,SELECT,DENY,ALLOWED,0,,PASS,
agent,nav_snapshots,UPDATE,DENY,ALLOWED,0,,PASS,
agent,nominee_claims,DELETE,DENY,ALLOWED,0,,PASS,
agent,nominee_claims,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nominee_claims""",PASS,
agent,nominee_claims,SELECT,DENY,ALLOWED,0,,PASS,
agent,nominee_claims,UPDATE,DENY,ALLOWED,0,,PASS,
agent,nominees,DELETE,DENY,ALLOWED,0,,PASS,
agent,nominees,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nominees""",PASS,
agent,nominees,SELECT,SCOPED,ALLOWED,47,,PASS,
agent,nominees,UPDATE,DENY,ALLOWED,0,,PASS,
agent,notifications,DELETE,DENY,ALLOWED,0,,PASS,
agent,notifications,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""notifications""",PASS,
agent,notifications,SELECT,SCOPED,ALLOWED,4,,PASS,
agent,notifications,UPDATE,DENY,ALLOWED,0,,PASS,
agent,regions,DELETE,DENY,ALLOWED,0,,PASS,
agent,regions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""regions""",PASS,
agent,regions,SELECT,SCOPED,ALLOWED,4,,PASS,
agent,regions,UPDATE,DENY,ALLOWED,0,,PASS,
agent,settlement_batches,DELETE,DENY,ALLOWED,0,,PASS,
agent,settlement_batches,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""settlement_batches""",PASS,
agent,settlement_batches,SELECT,SCOPED,ALLOWED,4,,PASS,
agent,settlement_batches,UPDATE,DENY,ALLOWED,0,,PASS,
agent,settlement_uploads,DELETE,DENY,ALLOWED,0,,PASS,
agent,settlement_uploads,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""settlement_uploads""",PASS,
agent,settlement_uploads,SELECT,DENY,ALLOWED,0,,PASS,
agent,settlement_uploads,UPDATE,DENY,ALLOWED,0,,PASS,
agent,subscriber_balances,DELETE,DENY,ALLOWED,0,,PASS,
agent,subscriber_balances,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_balances""",PASS,
agent,subscriber_balances,SELECT,SCOPED,ALLOWED,14,,PASS,
agent,subscriber_balances,UPDATE,DENY,ALLOWED,0,,PASS,
agent,subscriber_balances_pre_nav,DELETE,DENY,ALLOWED,0,,PASS,
agent,subscriber_balances_pre_nav,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_balances_pre_nav""",PASS,
agent,subscriber_balances_pre_nav,SELECT,DENY,ALLOWED,0,,PASS,
agent,subscriber_balances_pre_nav,UPDATE,DENY,ALLOWED,0,,PASS,
agent,subscriber_insurance_products,DELETE,DENY,ALLOWED,0,,PASS,
agent,subscriber_insurance_products,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_insurance_products""",PASS,
agent,subscriber_insurance_products,SELECT,SCOPED,ALLOWED,11,,PASS,
agent,subscriber_insurance_products,UPDATE,DENY,ALLOWED,0,,PASS,
agent,subscriber_signup_uploads,DELETE,DENY,ALLOWED,0,,PASS,
agent,subscriber_signup_uploads,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_signup_uploads""",PASS,
agent,subscriber_signup_uploads,SELECT,DENY,ALLOWED,0,,PASS,
agent,subscriber_signup_uploads,UPDATE,DENY,ALLOWED,0,,PASS,
agent,subscribers,DELETE,DENY,ALLOWED,0,,PASS,
agent,subscribers,INSERT,DENY,ALLOWED-RLS-PASSED,(post-RLS unique violation),"duplicate key value violates unique constraint ""subscribers_phone_unique_non_demo_idx""",FAIL,RLS WITH CHECK passed; only the unique index stopped the row
agent,subscribers,SELECT,SCOPED,ALLOWED,14,,PASS,
agent,subscribers,UPDATE,DENY,ALLOWED,0,,PASS,
agent,subscribers_unit_value_pre_nav,DELETE,DENY,ALLOWED,0,,PASS,
agent,subscribers_unit_value_pre_nav,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscribers_unit_value_pre_nav""",PASS,
agent,subscribers_unit_value_pre_nav,SELECT,DENY,ALLOWED,0,,PASS,
agent,subscribers_unit_value_pre_nav,UPDATE,DENY,ALLOWED,0,,PASS,
agent,transactions,DELETE,DENY,ALLOWED,0,,PASS,
agent,transactions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""transactions""",PASS,
agent,transactions,SELECT,SCOPED,ALLOWED,77,,PASS,
agent,transactions,UPDATE,DENY,ALLOWED,0,,PASS,
agent,users,DELETE,DENY,ALLOWED,0,,PASS,
agent,users,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""users""",PASS,
agent,users,SELECT,DENY,ALLOWED,0,,PASS,
agent,users,UPDATE,DENY,ERROR,,permission denied for table users,PASS,
agent,withdrawals,DELETE,DENY,ALLOWED,0,,PASS,
agent,withdrawals,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""withdrawals""",PASS,
agent,withdrawals,SELECT,SCOPED,ALLOWED,19,,PASS,
agent,withdrawals,UPDATE,DENY,ALLOWED,0,,PASS,
branch,access_requests,DELETE,DENY,ALLOWED,0,,PASS,
branch,access_requests,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""access_requests""",PASS,
branch,access_requests,SELECT,DENY,ALLOWED,0,,PASS,
branch,access_requests,UPDATE,DENY,ALLOWED,0,,PASS,
branch,agent_referrals,DELETE,DENY,ALLOWED,0,,PASS,
branch,agent_referrals,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""agent_referrals""",PASS,
branch,agent_referrals,SELECT,DENY,ALLOWED,0,,PASS,
branch,agent_referrals,UPDATE,DENY,ALLOWED,0,,PASS,
branch,agents,DELETE,DENY,ALLOWED,0,,PASS,
branch,agents,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""agents""",PASS,
branch,agents,SELECT,SCOPED,ALLOWED,5,,PASS,
branch,agents,UPDATE,DENY,ALLOWED,5,,FAIL,
branch,branches,DELETE,DENY,ALLOWED,0,,PASS,
branch,branches,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""branches""",PASS,
branch,branches,SELECT,SCOPED,ALLOWED,1,,PASS,
branch,branches,UPDATE,DENY,ALLOWED,0,,PASS,
branch,claims,DELETE,DENY,ALLOWED,0,,PASS,
branch,claims,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""claims""",PASS,
branch,claims,SELECT,SCOPED,ALLOWED,15,,PASS,
branch,claims,UPDATE,DENY,ALLOWED,0,,PASS,
branch,commission_config,DELETE,DENY,ALLOWED,0,,PASS,
branch,commission_config,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""commission_config""",PASS,
branch,commission_config,SELECT,SCOPED,ALLOWED,1,,PASS,
branch,commission_config,UPDATE,DENY,ALLOWED,0,,PASS,
branch,commissions,DELETE,DENY,ALLOWED,0,,PASS,
branch,commissions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""commissions""",PASS,
branch,commissions,SELECT,SCOPED,ALLOWED,31,,PASS,
branch,commissions,UPDATE,DENY,ALLOWED,0,,PASS,
branch,contact_submissions,DELETE,DENY,ALLOWED,0,,PASS,
branch,contact_submissions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contact_submissions""",PASS,
branch,contact_submissions,SELECT,DENY,ALLOWED,0,,PASS,
branch,contact_submissions,UPDATE,DENY,ALLOWED,0,,PASS,
branch,contribution_run_uploads,DELETE,DENY,ALLOWED,0,,PASS,
branch,contribution_run_uploads,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contribution_run_uploads""",PASS,
branch,contribution_run_uploads,SELECT,DENY,ALLOWED,0,,PASS,
branch,contribution_run_uploads,UPDATE,DENY,ALLOWED,0,,PASS,
branch,contribution_runs,DELETE,DENY,ALLOWED,0,,PASS,
branch,contribution_runs,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contribution_runs""",PASS,
branch,contribution_runs,SELECT,DENY,ALLOWED,0,,PASS,
branch,contribution_runs,UPDATE,DENY,ALLOWED,0,,PASS,
branch,contribution_schedules,DELETE,DENY,ALLOWED,0,,PASS,
branch,contribution_schedules,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contribution_schedules""",PASS,
branch,contribution_schedules,SELECT,SCOPED,ALLOWED,31,,PASS,
branch,contribution_schedules,UPDATE,DENY,ALLOWED,0,,PASS,
branch,custody_transfers,DELETE,DENY,ALLOWED,0,,PASS,
branch,custody_transfers,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""custody_transfers""",PASS,
branch,custody_transfers,SELECT,DENY,ALLOWED,0,,PASS,
branch,custody_transfers,UPDATE,DENY,ALLOWED,0,,PASS,
branch,demo_personas,DELETE,DENY,ALLOWED,0,,PASS,
branch,demo_personas,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""demo_personas""",PASS,
branch,demo_personas,SELECT,SCOPED,ALLOWED,9,,PASS,
branch,demo_personas,UPDATE,DENY,ALLOWED,0,,PASS,
branch,distributors,DELETE,DENY,ALLOWED,0,,PASS,
branch,distributors,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""distributors""",PASS,
branch,distributors,SELECT,SCOPED,ALLOWED,0,,GAP,
branch,distributors,UPDATE,DENY,ALLOWED,0,,PASS,
branch,districts,DELETE,DENY,ALLOWED,0,,PASS,
branch,districts,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""districts""",PASS,
branch,districts,SELECT,SCOPED,ALLOWED,136,,PASS,
branch,districts,UPDATE,DENY,ALLOWED,0,,PASS,
branch,employer_invites,DELETE,DENY,ALLOWED,0,,PASS,
branch,employer_invites,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""employer_invites""",PASS,
branch,employer_invites,SELECT,DENY,ALLOWED,0,,PASS,
branch,employer_invites,UPDATE,DENY,ALLOWED,0,,PASS,
branch,employers,DELETE,DENY,ALLOWED,0,,PASS,
branch,employers,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""employers""",PASS,
branch,employers,SELECT,DENY,ALLOWED,0,,PASS,
branch,employers,UPDATE,DENY,ALLOWED,0,,PASS,
branch,entity_detach_log,DELETE,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
branch,entity_detach_log,INSERT,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
branch,entity_detach_log,SELECT,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
branch,entity_detach_log,UPDATE,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
branch,entity_status_log,DELETE,DENY,ERROR,,permission denied for table entity_status_log,PASS,
branch,entity_status_log,INSERT,DENY,ERROR,,permission denied for table entity_status_log,PASS,
branch,entity_status_log,SELECT,DENY,ERROR,,permission denied for table entity_status_log,PASS,
branch,entity_status_log,UPDATE,DENY,ERROR,,permission denied for table entity_status_log,PASS,
branch,insurance_policies,DELETE,DENY,ALLOWED,0,,PASS,
branch,insurance_policies,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""insurance_policies""",PASS,
branch,insurance_policies,SELECT,SCOPED,ALLOWED,13,,PASS,
branch,insurance_policies,UPDATE,DENY,ALLOWED,0,,PASS,
branch,money_nonces,DELETE,DENY,ALLOWED,0,,PASS,
branch,money_nonces,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""money_nonces""",PASS,
branch,money_nonces,SELECT,DENY,ALLOWED,0,,PASS,
branch,money_nonces,UPDATE,DENY,ALLOWED,0,,PASS,
branch,nav_snapshots,DELETE,DENY,ALLOWED,0,,PASS,
branch,nav_snapshots,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nav_snapshots""",PASS,
branch,nav_snapshots,SELECT,DENY,ALLOWED,0,,PASS,
branch,nav_snapshots,UPDATE,DENY,ALLOWED,0,,PASS,
branch,nominee_claims,DELETE,DENY,ALLOWED,0,,PASS,
branch,nominee_claims,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nominee_claims""",PASS,
branch,nominee_claims,SELECT,DENY,ALLOWED,0,,PASS,
branch,nominee_claims,UPDATE,DENY,ALLOWED,0,,PASS,
branch,nominees,DELETE,DENY,ALLOWED,0,,PASS,
branch,nominees,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nominees""",PASS,
branch,nominees,SELECT,SCOPED,ALLOWED,167,,PASS,
branch,nominees,UPDATE,DENY,ALLOWED,0,,PASS,
branch,notifications,DELETE,DENY,ALLOWED,0,,PASS,
branch,notifications,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""notifications""",PASS,
branch,notifications,SELECT,SCOPED,ALLOWED,1,,PASS,
branch,notifications,UPDATE,DENY,ALLOWED,0,,PASS,
branch,regions,DELETE,DENY,ALLOWED,0,,PASS,
branch,regions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""regions""",PASS,
branch,regions,SELECT,SCOPED,ALLOWED,4,,PASS,
branch,regions,UPDATE,DENY,ALLOWED,0,,PASS,
branch,settlement_batches,DELETE,DENY,ALLOWED,0,,PASS,
branch,settlement_batches,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""settlement_batches""",PASS,
branch,settlement_batches,SELECT,SCOPED,ALLOWED,1,,PASS,
branch,settlement_batches,UPDATE,DENY,ALLOWED,0,,PASS,
branch,settlement_uploads,DELETE,DENY,ALLOWED,0,,PASS,
branch,settlement_uploads,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""settlement_uploads""",PASS,
branch,settlement_uploads,SELECT,DENY,ALLOWED,0,,PASS,
branch,settlement_uploads,UPDATE,DENY,ALLOWED,0,,PASS,
branch,subscriber_balances,DELETE,DENY,ALLOWED,0,,PASS,
branch,subscriber_balances,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_balances""",PASS,
branch,subscriber_balances,SELECT,SCOPED,ALLOWED,31,,PASS,
branch,subscriber_balances,UPDATE,DENY,ALLOWED,0,,PASS,
branch,subscriber_balances_pre_nav,DELETE,DENY,ALLOWED,0,,PASS,
branch,subscriber_balances_pre_nav,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_balances_pre_nav""",PASS,
branch,subscriber_balances_pre_nav,SELECT,DENY,ALLOWED,0,,PASS,
branch,subscriber_balances_pre_nav,UPDATE,DENY,ALLOWED,0,,PASS,
branch,subscriber_insurance_products,DELETE,DENY,ALLOWED,0,,PASS,
branch,subscriber_insurance_products,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_insurance_products""",PASS,
branch,subscriber_insurance_products,SELECT,SCOPED,ALLOWED,0,,GAP,
branch,subscriber_insurance_products,UPDATE,DENY,ALLOWED,0,,PASS,
branch,subscriber_signup_uploads,DELETE,DENY,ALLOWED,0,,PASS,
branch,subscriber_signup_uploads,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_signup_uploads""",PASS,
branch,subscriber_signup_uploads,SELECT,DENY,ALLOWED,0,,PASS,
branch,subscriber_signup_uploads,UPDATE,DENY,ALLOWED,0,,PASS,
branch,subscribers,DELETE,DENY,ALLOWED,0,,PASS,
branch,subscribers,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscribers""",PASS,
branch,subscribers,SELECT,SCOPED,ALLOWED,31,,PASS,
branch,subscribers,UPDATE,DENY,ALLOWED,0,,PASS,
branch,subscribers_unit_value_pre_nav,DELETE,DENY,ALLOWED,0,,PASS,
branch,subscribers_unit_value_pre_nav,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscribers_unit_value_pre_nav""",PASS,
branch,subscribers_unit_value_pre_nav,SELECT,DENY,ALLOWED,0,,PASS,
branch,subscribers_unit_value_pre_nav,UPDATE,DENY,ALLOWED,0,,PASS,
branch,transactions,DELETE,DENY,ALLOWED,0,,PASS,
branch,transactions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""transactions""",PASS,
branch,transactions,SELECT,SCOPED,ALLOWED,165,,PASS,
branch,transactions,UPDATE,DENY,ALLOWED,0,,PASS,
branch,users,DELETE,DENY,ALLOWED,0,,PASS,
branch,users,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""users""",PASS,
branch,users,SELECT,DENY,ALLOWED,0,,PASS,
branch,users,UPDATE,DENY,ERROR,,permission denied for table users,PASS,
branch,withdrawals,DELETE,DENY,ALLOWED,0,,PASS,
branch,withdrawals,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""withdrawals""",PASS,
branch,withdrawals,SELECT,SCOPED,ALLOWED,34,,PASS,
branch,withdrawals,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,access_requests,DELETE,DENY,ALLOWED,0,,PASS,
distributor,access_requests,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""access_requests""",PASS,
distributor,access_requests,SELECT,DENY,ALLOWED,0,,PASS,
distributor,access_requests,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,agent_referrals,DELETE,DENY,ALLOWED,0,,PASS,
distributor,agent_referrals,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""agent_referrals""",PASS,
distributor,agent_referrals,SELECT,DENY,ALLOWED,0,,PASS,
distributor,agent_referrals,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,agents,DELETE,DENY,ALLOWED,0,,PASS,
distributor,agents,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""agents""",PASS,
distributor,agents,SELECT,SCOPED,ALLOWED,1872,,PASS,
distributor,agents,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,branches,DELETE,DENY,ALLOWED,0,,PASS,
distributor,branches,INSERT,DENY,ALLOWED,1,,FAIL,
distributor,branches,SELECT,SCOPED,ALLOWED,291,,PASS,
distributor,branches,UPDATE,DENY,ALLOWED,291,,FAIL,
distributor,claims,DELETE,DENY,ALLOWED,0,,PASS,
distributor,claims,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""claims""",PASS,
distributor,claims,SELECT,SCOPED,ALLOWED,1750,,PASS,
distributor,claims,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,commission_config,DELETE,DENY,ALLOWED,0,,PASS,
distributor,commission_config,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""commission_config""",PASS,
distributor,commission_config,SELECT,SCOPED,ALLOWED,2,,PASS,
distributor,commission_config,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,commissions,DELETE,DENY,ALLOWED,0,,PASS,
distributor,commissions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""commissions""",PASS,
distributor,commissions,SELECT,SCOPED,ALLOWED,4605,,PASS,
distributor,commissions,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,contact_submissions,DELETE,DENY,ALLOWED,0,,PASS,
distributor,contact_submissions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contact_submissions""",PASS,
distributor,contact_submissions,SELECT,DENY,ALLOWED,0,,PASS,
distributor,contact_submissions,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,contribution_run_uploads,DELETE,DENY,ALLOWED,0,,PASS,
distributor,contribution_run_uploads,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contribution_run_uploads""",PASS,
distributor,contribution_run_uploads,SELECT,DENY,ALLOWED,0,,PASS,
distributor,contribution_run_uploads,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,contribution_runs,DELETE,DENY,ALLOWED,0,,PASS,
distributor,contribution_runs,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contribution_runs""",PASS,
distributor,contribution_runs,SELECT,DENY,ALLOWED,0,,PASS,
distributor,contribution_runs,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,contribution_schedules,DELETE,DENY,ALLOWED,0,,PASS,
distributor,contribution_schedules,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contribution_schedules""",PASS,
distributor,contribution_schedules,SELECT,SCOPED,ALLOWED,4605,,PASS,
distributor,contribution_schedules,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,custody_transfers,DELETE,DENY,ALLOWED,0,,PASS,
distributor,custody_transfers,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""custody_transfers""",PASS,
distributor,custody_transfers,SELECT,DENY,ALLOWED,0,,PASS,
distributor,custody_transfers,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,demo_personas,DELETE,DENY,ALLOWED,0,,PASS,
distributor,demo_personas,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""demo_personas""",PASS,
distributor,demo_personas,SELECT,SCOPED,ALLOWED,9,,PASS,
distributor,demo_personas,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,distributors,DELETE,DENY,ALLOWED,0,,PASS,
distributor,distributors,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""distributors""",PASS,
distributor,distributors,SELECT,SCOPED,ALLOWED,1,,PASS,
distributor,distributors,UPDATE,DENY,ALLOWED,1,,FAIL,
distributor,districts,DELETE,DENY,ALLOWED,0,,PASS,
distributor,districts,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""districts""",PASS,
distributor,districts,SELECT,SCOPED,ALLOWED,136,,PASS,
distributor,districts,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,employer_invites,DELETE,DENY,ALLOWED,0,,PASS,
distributor,employer_invites,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""employer_invites""",PASS,
distributor,employer_invites,SELECT,DENY,ALLOWED,0,,PASS,
distributor,employer_invites,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,employers,DELETE,DENY,ALLOWED,0,,PASS,
distributor,employers,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""employers""",PASS,
distributor,employers,SELECT,DENY,ALLOWED,0,,PASS,
distributor,employers,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,entity_detach_log,DELETE,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
distributor,entity_detach_log,INSERT,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
distributor,entity_detach_log,SELECT,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
distributor,entity_detach_log,UPDATE,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
distributor,entity_status_log,DELETE,DENY,ERROR,,permission denied for table entity_status_log,PASS,
distributor,entity_status_log,INSERT,DENY,ERROR,,permission denied for table entity_status_log,PASS,
distributor,entity_status_log,SELECT,DENY,ERROR,,permission denied for table entity_status_log,PASS,
distributor,entity_status_log,UPDATE,DENY,ERROR,,permission denied for table entity_status_log,PASS,
distributor,insurance_policies,DELETE,DENY,ALLOWED,0,,PASS,
distributor,insurance_policies,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""insurance_policies""",PASS,
distributor,insurance_policies,SELECT,SCOPED,ALLOWED,2478,,PASS,
distributor,insurance_policies,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,money_nonces,DELETE,DENY,ALLOWED,0,,PASS,
distributor,money_nonces,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""money_nonces""",PASS,
distributor,money_nonces,SELECT,DENY,ALLOWED,0,,PASS,
distributor,money_nonces,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,nav_snapshots,DELETE,DENY,ALLOWED,0,,PASS,
distributor,nav_snapshots,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nav_snapshots""",PASS,
distributor,nav_snapshots,SELECT,DENY,ALLOWED,0,,PASS,
distributor,nav_snapshots,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,nominee_claims,DELETE,DENY,ALLOWED,0,,PASS,
distributor,nominee_claims,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nominee_claims""",PASS,
distributor,nominee_claims,SELECT,DENY,ALLOWED,0,,PASS,
distributor,nominee_claims,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,nominees,DELETE,DENY,ALLOWED,0,,PASS,
distributor,nominees,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nominees""",PASS,
distributor,nominees,SELECT,SCOPED,ALLOWED,22543,,PASS,
distributor,nominees,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,notifications,DELETE,DENY,ALLOWED,0,,PASS,
distributor,notifications,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""notifications""",PASS,
distributor,notifications,SELECT,SCOPED,ALLOWED,0,,N/A-NO-ROWS,no rows with recipient_role=distributor (verified: count=0)
distributor,notifications,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,regions,DELETE,DENY,ALLOWED,0,,PASS,
distributor,regions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""regions""",PASS,
distributor,regions,SELECT,SCOPED,ALLOWED,4,,PASS,
distributor,regions,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,settlement_batches,DELETE,DENY,ALLOWED,0,,PASS,
